Sl.no.,company_name,financial_health_revenue_growth,financial_health_profit_margins,financial_health_cash_flow,financial_health_debt_levels,financial_health_liquidity,market_position_market_share,market_position_competitive_advantage,market_position_brand_recognition,operational_efficiency_productivity,operational_efficiency_supply_chain_efficiency,operational_efficiency_cost_management,management_leadership_experience,management_leadership_vision_strategy,management_leadership_corporate_governance,customer_metrics_customer_satisfaction,customer_metrics_customer_retention,customer_metrics_market_reach,innovation_growth_RnD_investment,innovation_growth_product_pipeline,innovation_growth_scalability,human_resources_employee_satisfaction,human_resources_talent_acquisition,human_resources_training_development,risk_management_operational_risks,risk_management_compliance,risk_management_insurance,sustainability_social_environmental_impact,sustainability_social_social_responsibility,sustainability_social_ethical_practices,technology_digitalization_IT_infrastructure,technology_digitalization_digital_presence,technology_digitalization_cybersecurity,target
62,Innovative Group LLC,3.442141286,2.916677454,9.856751223,3.131835031,5.612523839,7.363778295,1.828602875,8.401430901,2.892867007,3.584990883,9.303806256,9.979050369,3.999698739,3.911721524,5.682074402,6.974124615,3.314066536,9.076771451,8.673995378,1.650445381,1.339725853,9.62426055,1.800779823,3.28327147,8.136942863,3.238364404,3.593958247,4.207760696,9.693551846,1.557739063,2.364495741,2.974740747,56.38914773
63,NextGen Services AG,8.458637582,2.22734328,7.914460725,8.024729637,8.257632555,1.452034103,6.391401284,1.512808543,7.888270275,8.917771621,5.52134638,3.371963315,5.427352216,2.654316005,7.093844063,2.02048386,9.537886728,6.905314827,7.97395089,7.216309355,6.248756457,1.819106262,8.751244467,8.827917112,6.208305829,7.103643261,2.748937185,6.409691191,5.62893831,5.214597109,1.828724438,8.182419246,56.07213079
64,Innovative Systems Ltd.,4.21077994,1.130901991,4.75990104,3.47325432,5.133158898,1.656116518,6.612839005,4.767465474,3.277237068,1.442988231,3.950955946,3.512174237,6.154952588,6.19242511,8.006642921,7.485546616,2.527826484,8.936693207,4.534616028,5.806249573,3.069652739,3.079325242,8.317945424,4.888223197,6.821250943,9.119747065,9.765420167,6.005039873,5.263220191,8.44904022,3.157697556,2.923416774,64.07675201
65,Tech Systems Co.,3.528410587,4.155288029,4.79221302,8.403528867,1.467609198,4.625859544,6.836543381,5.125882817,8.790061449,3.079727676,7.634191726,9.3760503,3.145034896,2.393572552,2.179131568,5.502746407,9.690878573,5.367526454,5.539426339,4.412447776,2.333205298,1.419219479,1.300627059,8.275282212,9.375058243,4.471590951,4.25480795,4.641898761,7.799084284,5.06093782,1.90016281,3.404865491,52.66877471
66,Supreme Enterprises Inc.,5.884264748,6.309259182,7.638240714,4.813644283,8.076503794,3.657614446,3.406618251,7.525054687,1.925583329,9.076471457,1.330416491,1.221799642,8.145595762,4.205745491,6.408614755,9.046895825,1.133705103,5.878300106,5.178985703,4.06247484,6.884469674,7.34601832,1.819759734,3.370632508,4.85508515,8.011937686,6.412385903,4.861431946,8.922621367,2.341807739,7.22719024,3.099288896,84.42560942
67,Global Holdings Co.,2.268318025,4.530196406,3.148994312,7.007949094,2.812274039,3.091458908,1.135996158,6.168588176,2.133596767,3.30572363,5.272921054,7.270200891,5.378344892,7.273117125,1.308681112,9.278838407,5.330131226,9.271344493,3.280582968,6.587493695,7.13088332,8.652688629,1.442142045,1.035363893,3.98254725,7.523103711,6.489833435,3.04092598,9.677312163,9.865304605,1.26135912,5.634841633,53.69944421
68,Elite Enterprises Pvt. Ltd.,8.219772827,4.937274298,1.994267018,1.859817825,3.327587514,3.52904049,9.685138325,7.004911035,9.812363996,2.985859537,4.026910548,7.527937517,4.006409936,6.041043847,5.47809475,1.496409315,4.000310543,9.09918589,5.545252415,9.018958372,7.76939403,4.906639736,4.012691786,5.459132736,9.795174085,1.535735772,6.04426134,5.102943296,3.920967154,9.003569159,6.559664506,3.896447574,60.16447777
69,Tech Services Inc.,1.670955793,9.13742825,4.191599419,6.614733922,2.482357181,8.23134469,3.258037411,7.993443571,7.064550084,2.243127638,9.284822966,8.527407197,1.961388937,4.478163079,2.393584135,8.385774043,5.042110725,5.03344786,1.274468931,5.465583335,5.532192067,9.356698675,5.583600916,1.90205431,8.770988202,6.233574787,9.232261692,9.579293701,8.188341165,7.941822699,2.266370477,2.387404447,54.64498572
70,Elite Solutions AG,9.881982429,4.134299203,3.585150925,5.065909109,3.971935584,9.363052483,7.084236592,8.759826763,8.62198502,8.732005819,1.108027245,9.769953796,3.149606444,4.782246416,2.646306334,1.339276514,6.135981211,3.469713685,2.186293361,8.422508477,9.046491447,6.312691646,5.791129552,7.7893836,3.907392262,2.171704143,7.069969642,8.65407626,2.895810379,4.703604426,9.506453115,5.078560707,53.15838655
71,Tech Consulting Pvt. Ltd.,7.950202924,5.625905402,3.666773084,6.279476169,7.810763551,4.645924251,7.359668829,3.824879471,3.918964396,5.500524333,5.975333881,9.780417272,9.543530546,6.058997944,4.2854281,4.304526631,4.920302422,4.538533911,8.979306366,4.619407437,9.427084781,6.670064219,3.409000838,3.484676225,5.174025376,9.70587255,4.633597037,2.307095822,5.910169121,2.654611542,9.397846658,8.865165149,63.38758328
72,Dynamic Solutions Inc.,2.788441134,8.052877115,3.102469759,2.51212787,5.674472736,9.154999019,6.490066754,5.842204348,7.088353746,7.074038827,7.66597223,1.587490818,3.745897181,1.052782551,4.8919345,5.880699781,4.733621653,4.489878957,7.765117903,1.921550165,8.266338458,8.608772815,9.204371979,4.992810819,4.735703161,8.302667524,8.761423461,1.268027086,2.618633336,9.472700633,3.029527923,6.134975695,78.59494838
73,Modern Ventures Inc.,1.049699054,4.568885041,1.378838707,7.631863704,2.843931467,3.893461311,3.816166548,8.560972706,6.348176446,3.151597457,5.365161888,8.396553905,2.519733604,1.706588816,6.608551821,2.332907188,7.594510739,3.581801875,4.805815682,1.553551628,6.720341338,3.671201845,4.314365109,1.783302086,2.341861108,1.987514211,2.629566092,9.401718814,4.126576256,5.791160139,6.529791684,8.905020453,98.23427782
74,Modern Consulting LLP,8.339152856,6.598780302,1.160865413,8.765173698,8.900470703,5.287932877,3.439866284,9.905060179,6.428351081,7.822363789,1.768627271,6.816789403,5.146055125,8.93132261,1.669855766,7.716824313,7.172886476,3.417216439,5.654353261,1.462009342,3.733488582,4.188391492,1.409951404,3.579933236,9.620373914,2.095767979,5.898130818,5.740747749,9.382225305,8.671199143,1.252047875,2.762849666,93.77783272
75,Tech Industries Co.,7.361716095,8.761273379,9.889501508,2.950658201,8.916236695,3.03426098,6.379014544,9.005673799,7.142792136,7.840049905,9.75215251,6.826079209,3.76378969,1.700910902,5.533225851,1.075192338,8.499441538,8.749566428,4.329989974,4.421351278,9.846504295,9.153567273,3.702044004,8.033412189,4.638811881,6.350264694,9.554953347,5.840540408,2.314816298,4.078855052,9.386096887,2.502764863,93.79669627
76,Global Solutions Co.,7.561064512,9.545685613,4.849958204,1.861431,8.835205825,6.76428438,8.794860703,4.343205364,6.178232558,3.813382224,5.662093882,2.15514934,1.316433252,7.361232366,2.643626172,2.517391436,3.249630831,1.628757286,7.667018804,4.035139758,3.467225505,9.108671464,5.779984803,2.364291207,8.877961744,4.104002568,6.628578669,8.026461961,6.691608056,4.017594854,5.706885774,6.180194131,58.8033518
77,Supreme Solutions Inc.,7.94143312,2.323661328,4.458939824,1.212747274,3.149165902,9.810830037,9.52060356,2.756498655,4.861561324,4.696143697,6.527676199,6.851684498,3.908306956,9.280343477,6.165776575,6.227171469,6.485756588,7.098500639,8.057684613,7.461433213,2.823912298,9.788344986,4.673996403,6.82443605,2.704206049,1.314152732,8.352716054,3.832200765,6.336588456,9.869864326,1.389008363,5.169960114,63.24535967
78,NextGen Ventures PLC,1.666401866,9.339288626,7.116825544,6.777743504,5.061154098,6.431437864,1.95315224,5.404532837,3.483304249,2.887212497,3.129488044,9.842343225,5.896977615,3.436152439,6.73664151,7.429488058,6.266753069,2.555380463,7.869566712,7.685393514,4.979387024,9.116544848,3.464582672,9.256832675,5.930837296,5.87477357,6.88204653,5.33716812,2.086645174,5.696497436,4.082499937,6.941553775,53.81966584
79,Prime Works AG,4.226191557,5.429046638,2.964284991,6.463846325,9.864906905,4.220326757,2.393457513,7.674773067,7.917231978,9.78904921,5.351482766,9.206367126,5.965411348,4.334422934,6.010383309,9.249787924,4.327640298,4.100553041,7.503505524,1.45768572,1.511565136,2.146348324,2.181909248,7.118530838,1.215652466,4.490605897,8.554337772,9.717966218,3.933811394,2.266258815,1.691645157,8.151641119,88.923417
80,Dynamic Group PLC,2.042821536,3.324199495,9.549650656,5.920276714,7.948112287,6.830357014,9.502626329,5.433121637,3.03645187,6.810423194,4.862345428,4.952175947,4.209030291,6.120292653,7.644659594,7.349469867,5.374517877,1.553887307,2.840539048,2.990109366,9.806450182,8.413518575,8.372480501,8.299195204,7.877984355,1.909688431,9.500390919,7.049338182,6.066833541,2.977072102,4.536499954,7.761765661,53.49081507
81,NextGen Group LLP,8.767930833,5.132221806,8.07710513,3.087523865,1.244506791,2.106286106,7.628817055,5.34862777,7.231188755,9.410894926,1.674062578,1.35953176,5.025724806,8.935380727,4.020483198,7.046013432,3.82403929,3.429762732,4.041729813,3.468356651,6.295902008,4.688546303,9.965307179,1.980744664,6.228225084,8.21728353,3.456295548,2.383705288,2.684607481,5.337498515,7.029337079,9.480350563,77.83478354
82,Modern Enterprises Inc. Ltd.,6.609683141,9.820293178,1.804699021,4.518153963,1.586841321,8.997931722,8.946944423,8.54407379,3.099995404,3.730469893,1.955443182,4.26064141,9.689661264,9.477150285,7.885959325,4.549070317,2.276599579,7.91578964,5.228608915,5.928507857,6.012568825,9.917212204,3.965879202,3.256586434,6.630306251,9.235690888,2.526949731,2.199040732,8.205612908,1.382238194,5.229009172,4.584307682,62.39377862
83,Elite Systems LLC,3.978082224,5.433562846,4.758226982,6.350287017,5.175382391,5.527755557,2.823693707,4.252634012,6.62797153,8.037018217,8.537252677,8.437512804,4.396136295,7.656069233,4.894903735,1.01155983,2.924210896,8.965137921,3.977136923,2.300637015,6.902166519,5.250528679,4.434589398,9.05084967,1.465487943,7.809345406,5.355916753,2.838382825,9.749408586,5.162805868,4.453499572,2.85748068,62.1722817
84,Pioneer Enterprises Inc.,1.572025153,3.958764493,8.912064768,5.47090173,9.182981853,5.044147678,6.28827284,8.738152073,7.723704404,7.892727795,3.15837957,7.313491913,3.324041319,1.779577848,5.357660485,2.081433329,1.949622818,2.993744367,7.794461801,2.205470975,5.47321283,5.984524743,6.562337722,7.435950523,2.899344972,8.40180079,7.316761841,7.90040507,2.9328346,4.770467579,2.07241341,5.95821376,99.53625276
85,Innovative Group Inc. Ltd.,3.798840895,6.700607689,9.502588201,9.890069682,5.848316182,6.272783096,7.31025635,4.661243209,2.968425,7.224900867,2.754624443,5.1340929,3.191203397,7.0223874,6.832919145,5.810990903,7.147626177,5.171930553,3.964181718,9.494100003,1.288571654,5.767974237,7.465973273,6.755984437,1.668977851,2.948415105,3.044721279,3.658393035,2.682207683,8.014026388,3.204451411,1.996688082,87.83899035
86,Prime Group Corp.,3.926649898,3.161310569,5.206613601,2.227957773,5.480312572,6.623054765,7.121006969,3.954097951,1.539489708,9.690750777,5.544203061,1.495913816,5.119881514,4.692733497,1.165225456,7.076168973,6.946546538,5.232916431,2.244088781,8.237826166,6.5108016,3.895633269,4.528265813,6.973900625,3.600228842,3.372156558,1.036913054,1.19249962,5.094415646,4.19447768,1.90128959,3.59966011,91.84696791
87,Innovative Systems LLC,7.566455605,1.682769953,6.520702503,7.256300986,1.9492633,1.645982256,4.673365218,5.085909201,2.178763687,4.541998025,7.918724182,4.84205255,7.835681338,5.236308995,6.885947993,4.757034555,9.555457344,8.862177752,4.591364068,2.625894119,7.445564893,1.6751988,9.144365653,4.727804989,6.646951069,2.876747863,4.086416043,9.497569272,7.729887494,9.842938854,8.267488585,2.870992497,78.59913427
88,Prime Industries Co.,6.738017242,2.159917497,2.503305515,4.638868913,6.911020943,7.143554991,1.138554025,7.862022628,6.453972705,2.176455912,1.557518667,5.221224457,2.853893658,1.442335513,6.567266342,7.576111104,7.567105723,7.865191476,9.819229895,4.659110271,4.750741546,9.060861074,6.040035903,1.401009685,6.095673859,7.885570882,9.719734019,2.527420748,3.534405492,2.626929274,2.217158452,4.569073451,93.55071437
89,Global Ventures LLC,8.984914683,2.152412551,9.920517635,4.853796534,8.398928445,3.177385123,6.246334511,2.134018251,8.645017656,7.045379733,6.191271277,9.356999796,7.383665144,2.719559254,3.788624051,5.696760658,1.468412549,5.617694965,3.032932716,4.200597993,7.815660149,8.224082313,5.053510688,8.059973879,6.509348395,9.53125371,7.254707145,1.086023675,1.178919178,6.318880165,6.358360299,2.000949175,82.27452696
90,Innovative Systems Inc. Ltd.,5.249934326,2.367124242,3.085045312,7.458379891,4.423780068,7.425573693,3.277913853,2.767772943,1.404971391,7.563788204,2.072893986,6.769774932,1.19034841,8.114622468,1.772148564,1.66758576,8.958206565,7.036724804,6.50942793,8.119036667,3.043011694,2.255741025,6.820054778,7.108419126,5.943261442,7.451534861,4.611928995,3.134184421,5.870985652,1.807293673,4.084663722,1.286575701,97.30868524
91,Pioneer Industries LLP,2.076348213,2.249444554,9.484585967,7.231925362,7.980506658,8.402813149,5.052288215,9.563003431,7.607361331,6.175545161,1.328149457,3.80487625,4.770396802,5.085629497,1.818419049,2.728146259,8.764076467,8.626195485,4.896757449,5.591916248,2.99148932,7.990914442,9.575234634,5.255240177,3.457259161,8.933200884,2.733184876,3.115259084,9.60940511,7.604775856,3.033805462,6.911146042,64.0669293
92,Innovative Systems LLP,7.419203085,6.767872703,6.846819841,9.921303943,9.680289885,8.235626568,9.618229136,2.579424646,4.071867814,2.861361038,1.474695569,5.72786438,7.982785587,3.714960175,9.309013723,8.559984009,4.989882887,1.085850586,1.639221109,2.150647633,2.452752889,6.632619994,8.15097065,9.097836538,3.200567476,6.748291854,4.204807064,4.798047258,4.521491699,9.952783193,6.755215955,6.492240805,79.76597729
93,Elite Consulting LLP,7.847065438,2.63692076,6.469631154,2.155548605,2.833898132,5.972508707,4.591317859,6.109545861,5.306755329,5.540103475,8.507476974,1.59449777,4.048596602,4.456171666,7.203513891,7.52421472,6.272767455,4.626010279,5.390889454,7.650928568,4.347952838,4.682294091,1.360118175,4.025436985,2.233537152,4.488939105,2.5285549,9.283508484,4.781210988,8.37224774,5.113020784,7.375230424,84.5065674
94,Supreme Works Co.,6.051494778,4.11100555,5.614196599,1.936986844,5.709966681,5.681529031,8.55821446,6.2138302,9.359735949,3.809707629,2.061752353,9.753114121,6.073633913,8.68959562,2.143923524,9.052857883,9.784704992,9.165188505,7.319478958,4.571991804,8.623108319,3.286190342,3.990789197,3.648895698,8.641637874,4.831854534,1.956752392,8.91266426,9.720115454,6.001331866,4.601309206,6.943477962,69.64686525
95,Innovative Ventures LLP,7.93870462,9.071095689,3.076028305,7.519049354,3.584241623,2.285883652,2.696865452,5.406620158,3.987743543,4.847198754,1.40636228,4.240539117,2.844813095,7.740991157,4.210508524,2.058015242,5.790739275,7.662817278,5.618979782,3.366318229,8.451208559,8.737559052,5.234902165,8.855166926,6.548314227,1.67789289,9.160681353,5.112050995,7.251468505,5.362672217,6.335668044,2.02865213,93.98539912
96,Innovative Industries Co.,5.444160367,5.265654762,2.588752288,6.205482253,8.135689771,7.978115354,7.052144482,6.802707237,5.188032405,6.806967183,4.941098984,5.300806194,7.67795852,3.450838575,6.332346945,9.912002812,9.147896455,5.885572369,8.848954574,4.379487598,4.445417872,7.301694334,3.83065815,8.172888893,2.678599113,1.283114757,9.978853045,4.698099145,7.472547306,8.515269651,5.421408656,3.619709932,98.99015816
97,Innovative Works Inc. Ltd.,5.704595464,7.008019647,2.984375882,3.467445999,6.198340293,3.442684424,9.79306259,3.068440532,1.123141733,7.706932684,8.595941247,4.197555768,1.470511929,2.057516562,8.520145346,2.884660426,1.74734882,5.766800743,3.60043315,5.479809072,6.302068624,5.929659185,7.301688047,5.634818296,2.594884418,7.259280438,2.477029956,5.995081778,6.064318048,9.423766762,3.731357877,2.165739489,74.68847457
98,Innovative Holdings AG,4.847869165,2.550878841,2.677944359,1.714774321,6.711241758,5.470258805,1.917037908,5.97396041,1.73438848,3.090022218,3.361675388,7.142605571,8.672883804,3.267983995,1.392948358,1.106018887,2.719466818,4.129930878,1.776242542,4.088039648,7.487346848,6.486116805,8.436422349,2.176612655,8.857320414,4.945860028,1.49070303,3.191086108,9.771482898,9.902858732,6.03155159,8.586751618,69.53203274
99,Tech Ventures AG,1.228772141,2.730601169,8.016260262,1.770924246,8.181227437,3.558466836,1.07487948,4.349559297,3.32732432,4.647928246,4.795413558,6.960089425,2.783767478,9.286808059,3.129698183,9.976806451,4.966794491,5.684684803,9.429090505,3.177151953,3.170860972,1.819595639,7.582105857,2.935643243,7.684577774,5.969935612,3.967579964,1.469664928,7.19979836,4.568853048,7.025487189,7.722132898,73.59689643
100,Modern Enterprises Corp.,1.971022843,1.367817546,4.151127333,9.047717872,4.563734254,2.204455267,4.902245134,6.955005337,1.250670167,3.422454139,1.359302793,7.437900795,8.869582285,6.234299541,9.007740913,3.529664969,6.262811275,6.898448795,4.403767146,4.586518259,2.513269773,5.265277848,9.903999581,6.906051914,6.934591719,6.018951229,5.154932627,9.453017226,9.055294764,9.918257273,1.240238427,2.813743026,92.63683729
101,Pioneer Holdings LLC,1.282862671,2.520415568,1.520584089,2.726805922,9.235810616,6.666019272,1.833629347,2.27101189,6.682377934,2.787684525,5.041706627,3.413289067,4.172763172,5.801321879,1.082489952,7.012175073,8.346050667,4.765267346,6.187649963,1.172556197,9.748863939,2.743302635,3.452928831,4.465371141,4.661776968,3.49638232,2.843391224,2.680290864,7.294409792,2.40333627,5.19284556,4.071783164,82.27342128
102,Tech Consulting Ltd.,6.727693701,3.507313051,9.721923671,3.910344059,5.797259805,1.488988313,7.735459147,6.137896752,4.837585211,8.05048498,6.198517726,3.84101633,7.50415217,6.367542397,2.812591925,2.590140828,9.894359036,7.427378318,8.128028135,7.952480615,6.558015819,2.875453111,8.874905455,8.528258725,3.357780079,5.283032597,3.712824206,2.785606563,7.616042424,3.281947983,1.519149561,9.69953493,52.23861863
103,Elite Solutions PLC,3.82920383,2.593094358,8.954072965,3.03990762,2.421593406,7.737807107,9.230937975,2.667433198,5.933306825,9.18327425,6.138163484,2.12726108,3.87302768,4.294254392,9.631217584,6.22205679,4.499663468,8.751090045,3.918822975,2.538504042,9.832741497,6.951735661,7.899603987,9.549595084,9.815056868,5.236841995,2.807836621,5.25214296,3.613698299,1.801145123,2.677648727,6.347434221,77.10849552
104,NextGen Services AG,5.57713622,1.798322804,9.349770549,4.194966752,7.263092064,3.858281157,4.906188754,3.507787568,2.571824673,4.332089671,3.99184023,6.899589747,9.153205041,8.263963183,6.520616619,9.136314878,1.426740725,2.392163634,7.445480844,1.395141523,4.039803884,9.201305367,4.259608818,8.250732327,8.175156175,4.495844991,7.968345116,5.424520104,3.731308282,3.445646648,6.044578607,8.210400376,50.86500614
105,Supreme Ventures Inc.,9.168098265,2.08572284,9.954170404,1.624814585,8.139352154,1.001212237,3.328404779,2.968388203,3.663388265,7.761510319,3.839798626,1.358174146,2.13973413,5.709576244,3.3550423,3.881630507,8.21054353,5.063923205,2.218769648,6.883288236,7.3272853,4.633809494,7.607120893,4.397908807,3.716013008,8.386078451,7.413201489,1.165907887,8.046861846,7.911437965,8.795700237,3.381319313,88.92676855
